"cardnum_amount_month_diff_avg_1","cardnum_amount_month_diff_sum_1","cardnum_amount_avg_1","cardnum_amount_avg_3","cardnum_amount_month_diff_sum_3","merchantnum_amount_month_diff_max_1","cardnum_amount_week_diff_sum_3","cardnum_amount_week_diff_sum_1","merchantnum_amount_sum_1","cardnum_amount_sum_1","cardnum_amount_max_1","merchantnum_amount_avg_1","merchantnum_amount_week_diff_avg_1","cardnum_amount_week_diff_sum_7","cardnum_amount_avg_7","cardnum_amount_sum_3","merchantnum_amount_max_3","cardnum_amount_month_diff_avg_7","merchantnum_amount_month_diff_sum_1","cardnum_amount_month_diff_sum_15","cardnum_amount_week_diff_sum_15","merchantnum_amount_month_diff_avg_3","cardnum_amount_week_diff_max_3","cardnum_amount_max_3","cardnum_amount_month_diff_avg_15","Fraud"
-383.084389202589,-383.084389202589,19.73,47.666,-1775.74194601295,-383.084389202589,-1666.72165177097,-361.665148586397,19.73,19.73,19.73,19.73,-361.665148586397,-2607.52229585476,60.66125,238.33,19.73,-343.581408373507,-383.084389202589,-3450.70280424589,-3282.92969519865,-383.084389202589,-225.579147751606,149.85,-313.700254931444,0
-288.64916641878,-288.64916641878,135,135,-288.64916641878,-288.64916641878,-246.395148586397,-246.395148586397,135,135,135,135,-246.395148586397,-416.361540243099,192.5,135,135,-231.14916641878,-288.64916641878,-309.576665675122,-200.937009870193,-288.64916641878,-246.395148586397,135,-77.3941664187804,0
-186.389782672112,-186.389782672112,179.98,179.98,-186.389782672112,-186.389782672112,-223.220321040697,-223.220321040697,179.98,179.98,179.98,179.98,-223.220321040697,-94.9567126973996,364.105,179.98,179.98,-2.26478267211196,-186.389782672112,-4.52956534422393,-94.9567126973996,-186.389782672112,-223.220321040697,179.98,-2.26478267211196,0
-401.147417919932,-802.294835839864,37.35,37.35,-802.294835839864,-398.697417919932,-712.096906622789,-712.096906622789,74.7,74.7,39.8,37.35,-356.048453311394,-712.096906622789,37.35,74.7,39.8,-401.147417919932,-802.294835839864,-175.331657070544,-111.496010463472,-401.147417919932,-353.598453311394,39.8,-58.4438856901813,0
-420.497417919932,-420.497417919932,18,674.066666666667,706.707746240204,-420.497417919932,866.011249515812,-375.398453311394,18,18,18,18,-375.398453311394,866.011249515812,674.066666666667,2022.2,18,235.569248746735,-420.497417919932,311.039635698362,517.000489163968,-420.497417919932,1613.6048514136,1995,77.7599089245906,0
138.630217327888,138.630217327888,505,505,138.630217327888,138.630217327888,94.6392396481556,94.6392396481556,505,505,505,505,94.6392396481556,1706.97379388897,815.38,505,505,407.026412887105,138.630217327888,1866.60107374085,2003.95517734506,138.630217327888,94.6392396481556,505,266.657296248693,0
44.9227265202996,134.768179560899,421.656666666667,421.656666666667,134.768179560899,370.576059853633,5.07082502989221,5.07082502989221,1523.8,1264.97,747.31,380.95,-39.0163916567026,5.07082502989221,421.656666666667,1264.97,747.31,44.9227265202996,16.8642394145319,-108.04620964169,-221.328278810791,4.21605985363298,327.343608343297,747.31,-27.0115524104226,0
-384.854389202589,-384.854389202589,17.96,17.96,-384.854389202589,-384.854389202589,-363.435148586397,-363.435148586397,17.96,17.96,17.96,17.96,-363.435148586397,-1688.64544364218,62.014,17.96,17.96,-340.800389202589,-384.854389202589,-2608.57126698806,-2522.53484465565,-384.854389202589,-363.435148586397,17.96,-326.071408373507,0
-398.794860900702,-42272.2552554744,4.0195283018868,10.6854128440367,-42742.0584230822,-363.714389202589,-41034.2829194727,-40532.2350071123,1150.24,426.07,8.62,4.87389830508474,-381.525205535598,-41433.8632405134,10.6211818181818,1164.71,39.1,-392.193207384407,-93913.955851811,-43141.2528122848,-41433.8632405134,-397.69627444849,311.433608343297,731.4,-392.193207384407,0
-367.948188593156,-367.948188593156,54.4,54.4,-367.948188593156,-367.948188593156,-331.999103840683,-331.999103840683,54.4,54.4,54.4,54.4,-331.999103840683,-331.999103840683,54.4,54.4,54.4,-367.948188593156,-367.948188593156,-367.948188593156,-331.999103840683,-367.948188593156,-331.999103840683,54.4,-367.948188593156,0
1670.72083358122,1670.72083358122,2094.37,2094.37,1670.72083358122,1670.72083358122,1684.00923964816,1684.00923964816,2094.37,2094.37,2094.37,2094.37,1684.00923964816,3575.66409106176,2183.71,2094.37,2094.37,1789.39816895511,1670.72083358122,3501.38270154659,3479.26377002106,481.705303853422,1684.00923964816,2094.37,1167.1275671822,0
-252.814389202589,-252.814389202589,150,256.89,-291.848778405178,-252.814389202589,-261.013601897791,-243.398453311394,150,150,150,150,-243.398453311394,-589.458750484188,188.91,513.78,150,-199.645199878619,-252.814389202589,-1854.69608742761,-1783.20512589928,-252.814389202589,-17.6151485863969,363.78,-264.95658391823,0
2047.18561079741,2047.18561079741,2450,857.693333333333,1407.41440036414,2047.18561079741,1361.35769940506,2030.0336083433,2450,2450,2450,2450,2030.0336083433,4503.92185916095,894.537777777778,2573.08,2450,464.192851006864,2047.18561079741,11209.0925417693,11110.853937166,2047.18561079741,2030.0336083433,2450,467.045522573722,0
-160.863520793418,-482.590562380255,238.6,238.6,-482.590562380255,-104.263520793418,-428.38544575919,-428.38544575919,680.35,715.8,295.2,226.783333333333,-154.611815253063,-362.376966462879,320.506,715.8,295.2,-78.9575207934182,-518.040562380255,-438.938972063482,-559.881066186698,-172.680187460085,-86.1951485863968,295.2,-33.7645363125755,0
194.306059853633,194.306059853633,571.04,298.02,-157.427880292734,194.306059853633,-234.287152008547,151.073608343297,571.04,571.04,571.04,571.04,151.073608343297,-234.287152008547,298.02,596.04,571.04,-78.713940146367,194.306059853633,-157.427880292734,-234.287152008547,194.306059853633,151.073608343297,571.04,-78.713940146367,0
1089.29636363636,1089.29636363636,1473.51,633.662,1248.51859388919,1089.29636363636,1191.08467075869,1053.5436083433,1473.51,1473.51,1473.51,1473.51,1053.5436083433,2020.51740722227,593.176,3168.31,1473.51,209.686630999342,1089.29636363636,4911.83680717012,4750.66450335369,1089.29636363636,1053.5436083433,1473.51,258.517726693164,0
-334.974495670996,-334.974495670996,30,30,-334.974495670996,-334.974495670996,-389.966391656703,-389.966391656703,30,30,30,30,-389.966391656703,-1353.87305264946,58.0725,30,140,-306.901995670996,-334.974495670996,-2654.21596536797,-2933.38433681225,-288.054495670996,-389.966391656703,30,-331.776995670996,0
-219.579782672112,-219.579782672112,146.79,146.79,-219.579782672112,-219.579782672112,-246.608453311394,-246.608453311394,146.79,146.79,146.79,146.79,-246.608453311394,-246.608453311394,146.79,146.79,199.9,-219.579782672112,-219.579782672112,-832.31891336056,-1003.99316247202,-193.024782672112,-246.608453311394,146.79,-166.463782672112,0
196.506059853633,196.506059853633,573.24,573.24,196.506059853633,196.506059853633,179.841546688606,179.841546688606,573.24,573.24,573.24,573.24,179.841546688606,1160.41046529606,789.123333333333,573.24,573.24,412.389393186966,196.506059853633,825.209990967743,795.371317544458,196.506059853633,179.841546688606,573.24,206.302497741936,0
-345.553940146367,-691.107880292734,31.18,321.066666666667,-334.003640878202,421.476059853633,-547.815385409635,-777.572783313405,898.93,62.36,35.72,299.643333333333,-120.323058323369,-881.614489250318,282.714285714286,1926.4,874.74,-94.0196544320813,-231.271820439101,1388.93630228229,1043.83858931228,-5.09965443208127,392.019239648156,802.38,55.5574520912916,0
-418.038188593156,-418.038188593156,4.31,4.31,-418.038188593156,-406.698188593156,-398.890321040697,-398.890321040697,19.96,4.31,4.31,9.98,-393.220321040697,885.662279615408,606.53,4.31,15.65,215.337495088082,-824.736377186312,861.349980352329,885.662279615408,-412.368188593156,-398.890321040697,4.31,215.337495088082,0
-339.131022186202,-678.262044372404,46.95,100.768,-1426.56511093101,-131.031022186202,-1516.68061609648,-726.821520703689,481.63,93.9,47.1,96.326,-314.034760351844,-1516.68061609648,100.768,503.84,339.54,-285.313022186202,-1448.77511093101,-1787.64613311721,-1885.07906940787,-299.068165043345,-53.8584533113944,339.54,-297.941022186202,0
33.966059853633,33.966059853633,410.7,410.7,33.966059853633,33.966059853633,-9.26639165670258,-9.26639165670258,410.7,410.7,410.7,410.7,-9.26639165670258,-9.26639165670258,410.7,410.7,410.7,33.966059853633,33.966059853633,-196.008435817363,-277.4667126974,33.966059853633,-9.26639165670258,410.7,-98.0042179086813,0
-395.843520793418,-395.843520793418,3.62,288.343333333333,-666.721124760509,-349.963520793418,-708.142905599905,-382.779103840683,93.41,3.62,3.62,10.3788888888889,-376.020214951794,-3088.86117417245,206.433125,1730.06,49.5,-190.566227070747,-3501.76168714076,-2466.93345810057,-2484.98018611659,-393.033655928554,1299.99923964816,1710.36,-129.838603057925,0
406.178977813798,406.178977813798,792.26,331.28,-239.539355023763,406.178977813798,-172.35666099276,398.861546688606,860.74,792.26,792.26,286.913333333333,-106.485119978061,-1697.53127755541,235.931818181818,993.84,792.26,-153.756593593894,-297.503066558606,-1691.32252953284,-1697.53127755541,-255.449993225189,398.861546688606,792.26,-153.756593593894,0
-350.821022186202,-350.821022186202,35.26,35.26,-350.821022186202,-350.821022186202,-346.135148586397,-346.135148586397,35.26,35.26,35.26,35.26,-346.135148586397,346.638550419865,448.042222222222,35.26,35.26,61.9612000360202,-350.821022186202,259.282767255711,184.224810429875,-350.821022186202,-346.135148586397,35.26,15.25192748563,0
-267.131022186202,-267.131022186202,118.95,701.31,630.457955627596,-267.131022186202,606.021225647909,-284.250321040697,118.95,118.95,118.95,118.95,-284.250321040697,606.021225647909,701.31,1402.62,118.95,315.228977813798,-267.131022186202,556.960537707664,551.054833991206,-267.131022186202,890.271546688606,1283.67,185.653512569221,0
-366.493520793418,-366.493520793418,32.97,32.97,-366.493520793418,-366.493520793418,-377.390760351844,-377.390760351844,32.97,32.97,32.97,32.97,-377.390760351844,-377.390760351844,32.97,32.97,52.81,-366.493520793418,-366.493520793418,-366.493520793418,-377.390760351844,-349.43359784023,-377.390760351844,32.97,-366.493520793418,0
1123.4789778138,1123.4789778138,1509.56,1509.56,1123.4789778138,1123.4789778138,1099.19923964816,1099.19923964816,1509.56,1509.56,1509.56,1509.56,1099.19923964816,1099.19923964816,1509.56,1509.56,1509.56,1123.4789778138,1123.4789778138,1123.4789778138,1099.19923964816,674.958977813798,1099.19923964816,1509.56,1123.4789778138,0
-435.75199943073,-7843.53598975314,21.2661111111111,21.2661111111111,-7843.53598975314,-398.008110541841,-7003.7036863332,-7003.7036863332,501.560000000001,382.79,320.65,6.34886075949368,-404.011899592351,-6784.87508619052,112.852608695652,382.79,59.01,-333.174886363641,-35602.8707328055,-26016.3142762815,-25103.375639097,-449.246309979593,-89.7107603518444,320.65,-325.203928453519,0
-326.116821230679,-326.116821230679,33.92,23.89,-734.605009823835,-326.116821230679,-755.979213663239,-359.478453311394,33.92,33.92,33.92,33.92,-359.478453311394,-755.979213663239,23.89,47.78,33.92,-367.302504911918,-326.116821230679,-918.818646187472,-975.945605319941,-326.116821230679,-359.478453311394,33.92,-306.272882062491,0
139.537500247886,418.612500743659,563.186666666667,563.186666666667,418.612500743659,156.75083358122,429.660825029892,429.660825029892,1010.16,1689.56,1593,144.308571428571,-275.657820228131,429.660825029892,563.186666666667,1689.56,1020.55,139.537500247886,-1955.38416493146,418.612500743659,429.660825029892,-178.951702144603,1173.0336083433,1593,139.537500247886,0
144.971889458159,289.943778916317,601.99,601.99,289.943778916317,521.961889458159,453.121704496788,453.121704496788,978.98,1203.98,978.98,978.98,603.550852248394,854.792600656105,664.016666666667,1203.98,2495.7,230.644252243372,521.961889458159,270.943871856531,422.963131863802,670.55490892459,603.550852248394,978.98,54.1887743713061,0
-303.814389202589,-303.814389202589,99,488.333333333333,342.111968336052,-303.814389202589,291.848942475362,-311.360760351844,99,99,99,99,-311.360760351844,-77.2013785653351,374.7875,1465,99,-11.521555064276,-303.814389202589,-46.0862202571041,-77.2013785653351,-272.683392670935,968.604851413603,1350,-11.521555064276,0
-72.6010221862019,-72.6010221862019,313.48,313.48,-72.6010221862019,-72.6010221862019,-96.8807603518444,-96.8807603518444,313.48,313.48,313.48,313.48,-96.8807603518444,-96.8807603518444,313.48,313.48,313.48,-72.6010221862019,-72.6010221862019,-72.6010221862019,-96.8807603518444,-72.6010221862019,-96.8807603518444,313.48,-72.6010221862019,0
-64.2044956709957,-64.2044956709957,300.77,585.9925,859.157841364158,-64.2044956709957,786.711062415394,-102.430321040697,300.77,300.77,300.77,300.77,-102.430321040697,290.6307652426,435.113333333333,2343.97,2008.95,46.4282514210996,-64.2044956709957,-2612.85132207999,-2374.81258431446,388.46568642428,1605.7496789593,2008.95,-153.69713659294,0
-243.497417919932,-243.497417919932,195,195,-243.497417919932,-243.497417919932,-198.398453311394,-198.398453311394,195,195,195,195,-198.398453311394,-465.714844968097,173.825,195,195,-264.672417919932,-243.497417919932,-529.344835839864,-465.714844968097,-243.497417919932,-198.398453311394,195,-264.672417919932,0
-373.64916641878,-373.64916641878,50,50,-373.64916641878,-373.64916641878,-369.966391656703,-369.966391656703,50,50,50,50,-369.966391656703,1409.1851550319,1111.275,50,50,716.963168955112,-373.64916641878,3917.49873394313,3879.14779825072,-373.64916641878,-369.966391656703,50,559.64267627759,0
368.646059853633,368.646059853633,745.38,745.38,368.646059853633,368.646059853633,358.980896159317,358.980896159317,745.38,745.38,745.38,745.38,358.980896159317,358.980896159317,745.38,745.38,745.38,368.646059853633,368.646059853633,608.609238622954,539.014504502615,368.646059853633,358.980896159317,745.38,304.304619311477,0
-194.348188593156,-194.348188593156,228,140.075,-1177.54044235295,-194.348188593156,-1075.02832272171,-147.429147751606,228,228,228,228,-147.429147751606,-1075.02832272171,140.075,560.3,1522,-294.385110588238,-194.348188593156,-558.634938023948,-494.348643762411,338.998087278627,-147.429147751606,232,-111.72698760479,0
-434.002417919932,-1736.00967167973,4.495,29.9814285714286,-2859.61192543953,-318.797417919932,-2621.57026907086,-1623.46304140738,617.73,17.98,7.12,9.08426470588235,-401.276495645962,-2621.57026907086,29.9814285714286,209.87,119.7,-408.515989348504,-29200.0944185554,-3890.2455993779,-3413.68266100009,-431.801457328799,-218.550321040697,184.65,-277.87468566985,0
-323.889782672112,-323.889782672112,42.48,42.48,-323.889782672112,-323.889782672112,-360.720321040697,-360.720321040697,42.48,42.48,42.48,42.48,-360.720321040697,-360.720321040697,42.48,42.48,42.48,-323.889782672112,-323.889782672112,-323.889782672112,-360.720321040697,-323.889782672112,-360.720321040697,42.48,-323.889782672112,0
701.676479206582,701.676479206582,1101.14,1101.14,701.676479206582,701.676479206582,707.741546688606,707.741546688606,1565.97,1101.14,1101.14,521.99,128.591546688606,649.491225647909,723.045,1101.14,1101.14,323.581479206582,367.579437619745,830.849437619745,851.246077061512,122.526479206582,707.741546688606,1101.14,276.949812539915,0
2087.11647920658,2087.11647920658,2486.58,1469.02666666667,3208.68943761975,2087.11647920658,3166.39208763961,2066.6136083433,2486.58,2486.58,2486.58,2486.58,2066.6136083433,2252.57958362024,717.555714285714,4407.08,2486.58,318.092193492296,2087.11647920658,2419.42395537274,2469.37630248081,2087.11647920658,2066.6136083433,2486.58,161.294930358182,0
-64.6093892025892,-129.218778405178,338.205,338.205,-129.218778405178,-71.6143892025892,-144.311520703689,-144.311520703689,331.2,676.41,345.21,331.2,-79.1607603518444,865.394226869232,613.4775,676.41,900,210.663110797411,-71.6143892025892,4167.06488637929,4150.01555415699,-7.83438920258922,-65.1507603518444,345.21,520.883110797411,0
-378.173520793418,-756.347041586836,21.29,12.455,-1548.03408317367,-262.663520793418,-1543.37754870418,-763.820642081394,289.69,42.58,39.01,13.7947619047619,-389.405559135935,-15961.5956161922,27.6586363636363,49.82,136.8,-371.804884429782,-8099.04393666178,-18802.4210208957,-18378.1563875209,-391.38326655613,-364.190321040697,39.01,-376.048420417915,0
-276.547417919932,-276.547417919932,161.95,161.95,-276.547417919932,-276.547417919932,-241.250321040697,-241.250321040697,161.95,161.95,161.95,161.95,-241.250321040697,-551.2167126974,135.975,161.95,161.95,-302.522417919932,-276.547417919932,-997.748356633283,-964.423104354102,-276.547417919932,-241.250321040697,161.95,-332.582785544428,0
-357.454495670996,-357.454495670996,7.52,5.66,-718.628991341991,-294.654495670996,-763.473601897791,-385.878453311394,391.19,7.52,7.52,7.67039215686274,-385.728061154531,-4454.34681230476,29.3708333333333,11.32,70.32,-335.603662337662,-18222.5092792208,-7428.52890476191,-8141.0735079445,-358.817250773037,-377.595148586397,7.52,-337.660404761905,0
-176.733940146367,-176.733940146367,200,108.99,-544.834962332569,-176.733940146367,-573.775908938241,-181.395148586397,200,200,200,200,-181.395148586397,-573.775908938241,108.99,217.98,200,-272.417481166284,-176.733940146367,-1596.33007326358,-1734.59778764443,-176.733940146367,-181.395148586397,200,-228.047153323368,0
-125.72916641878,-628.645832093902,297.92,300.21375,-987.483331350243,-349.00916641878,-794.486965137668,-526.401605203485,74.64,1489.6,444.02,74.64,-328.560321040697,1098.12949119708,504.056363636364,2401.71,74.64,80.4071972175833,-349.00916641878,-1219.40598170019,-674.223169219957,-349.00916641878,245.071546688606,638.47,-46.9002300653919,0
-413.297417919932,-413.297417919932,25.2,25.2,-413.297417919932,-413.297417919932,-385.160760351844,-385.160760351844,25.2,25.2,25.2,25.2,-385.160760351844,-1035.16625584923,60.52,25.2,1575.79,-377.977417919932,-413.297417919932,-1257.2375532917,-1174.12464876382,63.5845820800678,-385.160760351844,25.2,-157.154694161462,0
127.885610797411,127.885610797411,530.7,530.7,127.885610797411,127.885610797411,137.301546688606,137.301546688606,530.7,530.7,530.7,530.7,137.301546688606,137.301546688606,530.7,530.7,530.7,127.885610797411,127.885610797411,-41.0888848735848,-60.0969066227889,127.885610797411,137.301546688606,530.7,-20.5444424367924,0
-332.536925529255,-2327.75847870478,33.8328571428571,27.89,-3764.73423929025,-151.409782672112,-3962.65707566862,-2391.17403426124,214.96,236.83,214.96,214.96,-160.469147751606,-15384.032777462,50.1744444444444,306.79,214.96,-344.652521603962,-151.409782672112,-16059.9549210145,-15837.7668105878,-151.409782672112,-160.469147751606,214.96,-272.202625779907,0
1772.75258208007,1772.75258208007,2211.25,2211.25,1772.75258208007,1772.75258208007,1791.2836083433,1791.2836083433,3047.95,2211.25,2211.25,1015.98333333333,596.016941676631,1791.2836083433,2211.25,2211.25,2211.25,1772.75258208007,1732.4577462402,1443.16155989387,1444.5732873026,235.651248746735,1791.2836083433,2211.25,721.580779946933,0
-263.724355519535,-791.173066558606,122.356666666667,122.356666666667,-791.173066558606,-71.011022186202,-813.125359934184,-813.125359934184,423.66,367.07,145.76,211.83,-181.568453311394,-1253.04998499197,248.875,367.07,315.07,-137.206022186202,-348.502044372404,15.6011022189816,-192.735446259441,-206.634355519535,-247.638453311394,145.76,0.650045925790901,0
-310.163520793418,-310.163520793418,89.3,89.3,-310.163520793418,-310.163520793418,-330.666391656703,-330.666391656703,89.3,89.3,89.3,89.3,-330.666391656703,-330.666391656703,89.3,89.3,89.3,-310.163520793418,-310.163520793418,-310.163520793418,-330.666391656703,-310.163520793418,-330.666391656703,89.3,-310.163520793418,0
-203.718110541841,-407.436221083683,253.3,238.1425,-806.162598269994,-385.018110541841,-607.025114304154,-280.196906622789,72,506.6,434.6,72,-321.398453311394,-101.584610314959,390.13875,952.57,72,-38.5042022899692,-385.018110541841,-328.7517846671,-204.569209387834,-385.018110541841,41.2015466886056,434.6,-20.5469865416937,0
-169.227417919932,-169.227417919932,269.27,269.27,-169.227417919932,-169.227417919932,-141.090760351844,-141.090760351844,269.27,269.27,269.27,269.27,-141.090760351844,-141.090760351844,269.27,269.27,269.27,-169.227417919932,-169.227417919932,4698.25807456048,4950.62060955143,-285.142417919932,-141.090760351844,269.27,671.179724937211,0
-342.883636363636,-342.883636363636,41.33,41.33,-342.883636363636,-342.883636363636,-369.030760351844,-369.030760351844,41.33,41.33,41.33,41.33,-369.030760351844,-369.030760351844,41.33,41.33,41.33,-342.883636363636,-342.883636363636,-1566.89611471861,-1807.90263905804,-342.883636363636,-369.030760351844,41.33,-261.149352453102,0
277.185610797411,277.185610797411,680,376.27,-53.0887784051784,277.185610797411,-32.0554696270938,276.799678959303,680,680,680,680,276.799678959303,-294.021861283796,303.513333333333,752.54,680,-99.3010558692558,277.185610797411,-617.417556810357,-613.922182324493,277.185610797411,276.799678959303,680,-154.354389202589,0
155.12317876932,155.12317876932,515.16,515.16,155.12317876932,155.12317876932,139.730852248394,139.730852248394,515.16,515.16,515.16,515.16,139.730852248394,139.730852248394,515.16,515.16,515.16,155.12317876932,155.12317876932,155.12317876932,139.730852248394,155.12317876932,139.730852248394,515.16,155.12317876932,0
-326.018110541841,-652.036221083683,131,114,-1010.53363900361,-198.758110541841,-802.256748814606,-488.858295503212,269.06,262,258.26,134.53,-240.899147751606,-1183.49585265529,86.79,342,339.88,-347.863665297454,-644.976221083683,-1391.45466118982,-1183.49585265529,-282.985456899193,-117.169147751606,258.26,-347.863665297454,0
-279.463520793418,-279.463520793418,120,112.5,-573.927041586836,-279.463520793418,-598.1667126974,-299.966391656703,120,120,120,120,-299.966391656703,-598.1667126974,112.5,225,120,-286.963520793418,-279.463520793418,-1305.21798030019,-1288.09548704949,-286.963520793418,-298.200321040697,120,-326.304495075047,0
-377.908522186202,-1511.63408874481,8.1725,10.714,-1876.83511093101,-372.861022186202,-1868.11298266313,-1469.02659100642,32.69,32.69,13.22,8.1725,-367.256647751606,-2644.59450336682,13.9728571428571,53.57,48.12,-372.108165043345,-1511.63408874481,-2604.75715530341,-2644.59450336682,-353.978390607255,-362.209147751606,20.88,-372.108165043345,0
510.786363636364,510.786363636364,895,895,510.786363636364,510.786363636364,501.601546688606,501.601546688606,895,895,895,895,501.601546688606,501.601546688606,895,895,895,510.786363636364,510.786363636364,510.786363636364,501.601546688606,510.786363636364,501.601546688606,895,510.786363636364,0
-163.509917919932,-654.039671679729,274.9875,274.9875,-654.039671679729,361.502582080068,-541.493041407378,-541.493041407378,800,1099.95,800,800,389.639239648156,843.666198240778,579.094,1099.95,800,136.892443555686,361.502582080068,684.46221777843,843.666198240778,19.0025820800678,389.639239648156,800,136.892443555686,0
437.096883994555,1311.29065198366,803.466666666667,803.466666666667,1311.29065198366,-134.019782672112,1200.79903687791,1200.79903687791,419.02,2410.4,1991.38,209.51,-193.690321040697,6651.12917268538,1731.498,2410.4,232.35,1342.21646382922,-313.719565344224,16515.3864870522,16562.7166693202,-156.859782672112,1588.1796789593,1991.38,1651.53864870522,0
37.420217327888,74.8404346557761,403.79,403.79,74.8404346557761,303.630217327888,20.7830933772111,20.7830933772111,670,807.58,670,670,276.601546688606,-110.510863416451,386.046363636364,807.58,670,-35.4341621882195,303.630217327888,3690.01576310727,3950.98811741586,303.630217327888,276.601546688606,670,194.211355953014,0
442.30083358122,884.601667162439,865.95,865.95,884.601667162439,-177.78916641878,911.178479296311,911.178479296311,245.86,1731.9,1486.04,245.86,-164.500760351844,911.178479296311,865.95,1731.9,282.08,442.30083358122,-177.78916641878,884.601667162439,911.178479296311,-174.502499752114,1075.67923964816,1486.04,442.30083358122,0
-382.411022186202,-382.411022186202,3.67,7.7,-2270.28613311721,-382.411022186202,-2392.00290559991,-382.729103840683,3.67,3.67,3.67,3.67,-382.729103840683,-4312.11586659709,6.82818181818182,46.2,137.04,-379.25284036802,-382.411022186202,-9057.33453246885,-9182.56458012454,-377.157044913475,-382.480760351844,27.88,-377.388938852869,0
-361.354495670996,-361.354495670996,3.62,3.62,-361.354495670996,-361.354495670996,-377.775148586397,-377.775148586397,10.86,3.62,3.62,3.62,-377.775148586397,-619.999013292344,282.978,3.62,181.2,-81.9964956709957,-1084.06348701299,-2334.84896895331,-2450.94475622433,-355.293424242424,-377.775148586397,3.62,-233.484896895331,0
-380.076792919932,-6081.22868671892,58.420625,58.420625,-6081.22868671892,-249.317417919932,-5516.47513665115,-5516.47513665115,934.73,934.73,189.18,58.420625,-344.779696040697,-5516.47513665115,58.420625,934.73,189.18,-380.076792919932,-6081.22868671892,-4548.20262686528,-3988.11028523755,-376.012060547945,-214.020321040697,189.18,-267.541330992075,0
473.536363636364,473.536363636364,857.75,857.75,473.536363636364,473.536363636364,464.351546688606,464.351546688606,857.75,857.75,857.75,857.75,464.351546688606,-728.04712602363,263.28,857.75,857.75,-120.933636363636,473.536363636364,-734.122727272727,-894.842020532104,473.536363636364,464.351546688606,857.75,-81.5691919191919,0
-327.814389202589,-327.814389202589,75,170.8375,-927.907556810357,-327.814389202589,-967.698672712236,-344.966391656703,75,75,75,75,-344.966391656703,-967.698672712236,170.8375,683.35,75,-231.976889202589,-327.814389202589,-2449.21074689624,-2519.46237181628,-327.814389202589,118.639239648156,529,-244.921074689624,0
473.425144740178,1420.27543422053,895.773333333333,611.52,1135.03086844106,1580.60181140684,1278.84040742242,1528.12268847795,2451.4,2687.32,2002.95,1225.7,839.300896159317,2161.89944430033,640.197777777778,3669.12,2002.95,217.849589184622,1606.70362281369,-694.285583269962,-209.928646550713,803.351811406844,1616.55089615932,2002.95,-36.5413464878927,0
-183.221022186202,-366.442044372404,202.86,388.844,13.8148890689903,-210.361022186202,-18.369392565582,-400.680642081394,175.72,405.72,230,175.72,-227.480321040697,-342.548861357885,342.667142857143,1944.22,175.72,-58.7287728665724,-210.361022186202,913.088806084019,947.242277902464,-210.361022186202,821.604851413603,1203,57.0680503802512,0
-257.833636363636,-257.833636363636,126.38,126.38,-257.833636363636,-257.833636363636,-293.586391656703,-293.586391656703,236.38,126.38,126.38,118.19,-301.776391656703,-327.981540243099,236.69,126.38,335,-147.523636363636,-532.047272727273,230.099090909091,161.412068100198,-144.437636363636,-293.586391656703,126.38,76.699696969697,0
1370.025504329,1370.025504329,1735,569.77,819.182017316017,1370.025504329,668.920144255367,1324.63923964816,1735,1735,1735,1735,1324.63923964816,-237.23903071474,376.117142857143,2279.08,1735,11.1426471861472,1370.025504329,-11.3242882208165,-350.687181962585,1370.025504329,1324.63923964816,1735,-0.871099093908959,0
-186.489782672112,-186.489782672112,179.88,94.42,-554.263722818479,-186.489782672112,-596.94990810345,-195.549147751606,179.88,179.88,179.88,179.88,-195.549147751606,-959.350668455295,78.9333333333333,188.84,1318.8,-303.039370673689,-186.489782672112,-909.118112021068,-959.350668455295,377.78813859076,-195.549147751606,179.88,-303.039370673689,0
522.056363636364,522.056363636364,906.27,1097.02333333333,2139.06747876278,522.056363636364,2100.91168249608,495.909239648156,906.27,906.27,906.27,906.27,495.909239648156,2100.91168249608,1097.02333333333,3291.07,906.27,713.022492920926,522.056363636364,1206.8794960788,1040.26699920575,522.056363636364,1697.60089615932,2084,172.411356582685,0
607.778977813798,607.778977813798,993.86,1110.99,1449.8179556276,607.778977813798,1398.8132873026,573.893608343298,993.86,993.86,993.86,993.86,573.893608343298,1398.8132873026,1110.99,2221.98,993.86,724.908977813798,607.778977813798,2884.97071235771,2934.28419190981,10.8189778137981,824.919678959303,1228.12,576.994142471542,0
138.741363636364,277.482727272727,522.955,522.955,277.482727272727,321.736363636364,283.119702827206,283.119702827206,705.95,1045.91,705.95,705.95,324.554851413603,283.119702827206,522.955,1045.91,705.95,138.741363636364,321.736363636364,439.578338070138,444.829381786509,321.736363636364,324.554851413603,705.95,146.526112690046,0
-403.88916641878,-807.778332837561,19.76,200.003333333333,-670.937499256341,-414.07916641878,-650.28354366525,-800.412783313405,9.57,39.52,29.95,9.57,-410.396391656703,-650.28354366525,200.003333333333,600.01,9.57,-223.645833085447,-414.07916641878,-1775.05895245958,-1697.79464448258,-414.07916641878,150.129239648156,560.49,-221.882369057447,0
-354.774495670996,-354.774495670996,10.2,10.2,-354.774495670996,-354.774495670996,-371.195148586397,-371.195148586397,10.2,10.2,10.2,10.2,-371.195148586397,-371.195148586397,10.2,10.2,10.2,-354.774495670996,-354.774495670996,1068.97877049758,1238.68308982007,-354.774495670996,-371.195148586397,10.2,152.711252928226,0
